Date,LastDay,Total,BaseDepth,Latitude,Longitude,Resort,Datetime,Weekday,Month,Day,Hour,Minute,SeasonalSum,Colors
2012-12-29,3,1153,122,43.4799,-110.7624,jackson hole,2012-12-29,Saturday,December,29,0,0,429,"rgb(66,146,198)"
2015-03-04,3,454,66,43.4799,-110.7624,jackson hole,2015-03-04,Wednesday,March,4,0,0,1137,"rgb(66,146,198)"
2015-03-03,13,451,66,43.4799,-110.7624,jackson hole,2015-03-03,Tuesday,March,3,0,0,1134,"rgb(66,146,198)"
2015-02-28,13,438,64,43.4799,-110.7624,jackson hole,2015-02-28,Saturday,February,28,0,0,1121,"rgb(66,146,198)"
2015-02-25,5,425,61,43.4799,-110.7624,jackson hole,2015-02-25,Wednesday,February,25,0,0,1108,"rgb(66,146,198)"
2015-02-22,3,420,61,43.4799,-110.7624,jackson hole,2015-02-22,Sunday,February,22,0,0,1103,"rgb(66,146,198)"
2015-02-21,15,417,61,43.4799,-110.7624,jackson hole,2015-02-21,Saturday,February,21,0,0,1100,"rgb(66,146,198)"
2015-02-20,18,402,58,43.4799,-110.7624,jackson hole,2015-02-20,Friday,February,20,0,0,1085,"rgb(66,146,198)"
2015-03-12,3,457,58,43.4799,-110.7624,jackson hole,2015-03-12,Thursday,March,12,0,0,1140,"rgb(66,146,198)"
2015-02-15,3,384,61,43.4799,-110.7624,jackson hole,2015-02-15,Sunday,February,15,0,0,1067,"rgb(66,146,198)"
2015-02-13,3,378,61,43.4799,-110.7624,jackson hole,2015-02-13,Friday,February,13,0,0,1061,"rgb(66,146,198)"
2015-02-11,3,375,64,43.4799,-110.7624,jackson hole,2015-02-11,Wednesday,February,11,0,0,1058,"rgb(66,146,198)"
2015-02-10,15,372,66,43.4799,-110.7624,jackson hole,2015-02-10,Tuesday,February,10,0,0,1055,"rgb(66,146,198)"
2015-02-08,8,357,69,43.4799,-110.7624,jackson hole,2015-02-08,Sunday,February,8,0,0,1040,"rgb(66,146,198)"
2015-02-05,13,349,89,43.4799,-110.7624,jackson hole,2015-02-05,Thursday,February,5,0,0,1032,"rgb(66,146,198)"
2015-02-04,36,336,84,43.4799,-110.7624,jackson hole,2015-02-04,Wednesday,February,4,0,0,1019,"rgb(66,146,198)"
2015-02-03,15,300,74,43.4799,-110.7624,jackson hole,2015-02-03,Tuesday,February,3,0,0,983,"rgb(66,146,198)"
2015-02-14,3,381,61,43.4799,-110.7624,jackson hole,2015-02-14,Saturday,February,14,0,0,1064,"rgb(66,146,198)"
2015-03-13,3,460,56,43.4799,-110.7624,jackson hole,2015-03-13,Friday,March,13,0,0,1143,"rgb(66,146,198)"
2015-03-18,3,463,43,43.4799,-110.7624,jackson hole,2015-03-18,Wednesday,March,18,0,0,1146,"rgb(66,146,198)"
2015-03-24,5,468,25,43.4799,-110.7624,jackson hole,2015-03-24,Tuesday,March,24,0,0,1151,"rgb(66,146,198)"
2011-03-15,13,545,244,43.4799,-110.7624,jackson hole,2011-03-15,Tuesday,March,15,0,0,1100,"rgb(66,146,198)"
2011-03-16,10,555,246,43.4799,-110.7624,jackson hole,2011-03-16,Wednesday,March,16,0,0,1110,"rgb(66,146,198)"
2011-03-17,43,598,272,43.4799,-110.7624,jackson hole,2011-03-17,Thursday,March,17,0,0,1153,"rgb(66,146,198)"
2011-03-20,8,606,259,43.4799,-110.7624,jackson hole,2011-03-20,Sunday,March,20,0,0,1161,"rgb(66,146,198)"
2011-03-21,15,621,264,43.4799,-110.7624,jackson hole,2011-03-21,Monday,March,21,0,0,1176,"rgb(66,146,198)"
2011-03-22,15,636,267,43.4799,-110.7624,jackson hole,2011-03-22,Tuesday,March,22,0,0,1191,"rgb(66,146,198)"
2011-03-23,56,692,302,43.4799,-110.7624,jackson hole,2011-03-23,Wednesday,March,23,0,0,1247,"rgb(66,146,198)"
2011-03-25,13,705,287,43.4799,-110.7624,jackson hole,2011-03-25,Friday,March,25,0,0,1260,"rgb(66,146,198)"
2011-03-26,18,723,287,43.4799,-110.7624,jackson hole,2011-03-26,Saturday,March,26,0,0,1278,"rgb(66,146,198)"
2011-03-27,13,736,290,43.4799,-110.7624,jackson hole,2011-03-27,Sunday,March,27,0,0,1291,"rgb(66,146,198)"
2011-03-28,20,756,295,43.4799,-110.7624,jackson hole,2011-03-28,Monday,March,28,0,0,1311,"rgb(66,146,198)"
2011-03-29,13,769,295,43.4799,-110.7624,jackson hole,2011-03-29,Tuesday,March,29,0,0,1324,"rgb(66,146,198)"
2011-03-30,25,794,312,43.4799,-110.7624,jackson hole,2011-03-30,Wednesday,March,30,0,0,1349,"rgb(66,146,198)"
2011-03-31,18,812,310,43.4799,-110.7624,jackson hole,2011-03-31,Thursday,March,31,0,0,1367,"rgb(66,146,198)"
2011-04-03,10,822,274,43.4799,-110.7624,jackson hole,2011-04-03,Sunday,April,3,0,0,1377,"rgb(66,146,198)"
2012-12-28,8,1150,124,43.4799,-110.7624,jackson hole,2012-12-28,Friday,December,28,0,0,426,"rgb(66,146,198)"
2015-03-25,30,498,36,43.4799,-110.7624,jackson hole,2015-03-25,Wednesday,March,25,0,0,1181,"rgb(66,146,198)"
2015-02-02,15,285,79,43.4799,-110.7624,jackson hole,2015-02-02,Monday,February,2,0,0,968,"rgb(66,146,198)"
2011-03-12,3,532,244,43.4799,-110.7624,jackson hole,2011-03-12,Saturday,March,12,0,0,1087,"rgb(66,146,198)"
2015-01-29,8,270,71,43.4799,-110.7624,jackson hole,2015-01-29,Thursday,January,29,0,0,953,"rgb(66,146,198)"
2015-01-25,3,257,71,43.4799,-110.7624,jackson hole,2015-01-25,Sunday,January,25,0,0,940,"rgb(66,146,198)"
2014-12-26,36,1466,66,43.4799,-110.7624,jackson hole,2014-12-26,Friday,December,26,0,0,587,"rgb(66,146,198)"
2014-12-25,18,1430,46,43.4799,-110.7624,jackson hole,2014-12-25,Thursday,December,25,0,0,551,"rgb(66,146,198)"
2014-12-23,13,1412,46,43.4799,-110.7624,jackson hole,2014-12-23,Tuesday,December,23,0,0,533,"rgb(66,146,198)"
2014-12-22,25,1399,46,43.4799,-110.7624,jackson hole,2014-12-22,Monday,December,22,0,0,520,"rgb(66,146,198)"
2014-12-21,38,1374,46,43.4799,-110.7624,jackson hole,2014-12-21,Sunday,December,21,0,0,495,"rgb(66,146,198)"
2014-12-20,48,1336,38,43.4799,-110.7624,jackson hole,2014-12-20,Saturday,December,20,0,0,457,"rgb(66,146,198)"
2014-12-19,36,1288,36,43.4799,-110.7624,jackson hole,2014-12-19,Friday,December,19,0,0,409,"rgb(66,146,198)"
2014-12-27,48,1514,53,43.4799,-110.7624,jackson hole,2014-12-27,Saturday,December,27,0,0,635,"rgb(66,146,198)"
2014-12-18,25,1252,36,43.4799,-110.7624,jackson hole,2014-12-18,Thursday,December,18,0,0,373,"rgb(66,146,198)"
2014-12-15,10,1219,33,43.4799,-110.7624,jackson hole,2014-12-15,Monday,December,15,0,0,340,"rgb(66,146,198)"
2014-12-14,18,1209,30,43.4799,-110.7624,jackson hole,2014-12-14,Sunday,December,14,0,0,330,"rgb(66,146,198)"
2014-12-13,18,1191,33,43.4799,-110.7624,jackson hole,2014-12-13,Saturday,December,13,0,0,312,"rgb(66,146,198)"
2014-12-12,8,1173,30,43.4799,-110.7624,jackson hole,2014-12-12,Friday,December,12,0,0,294,"rgb(66,146,198)"
2014-12-07,3,1165,36,43.4799,-110.7624,jackson hole,2014-12-07,Sunday,December,7,0,0,286,"rgb(66,146,198)"
2014-12-06,3,1162,38,43.4799,-110.7624,jackson hole,2014-12-06,Saturday,December,6,0,0,283,"rgb(66,146,198)"
2014-12-05,8,1159,38,43.4799,-110.7624,jackson hole,2014-12-05,Friday,December,5,0,0,280,"rgb(66,146,198)"
2014-12-17,8,1227,33,43.4799,-110.7624,jackson hole,2014-12-17,Wednesday,December,17,0,0,348,"rgb(66,146,198)"
2014-12-28,28,1542,66,43.4799,-110.7624,jackson hole,2014-12-28,Sunday,December,28,0,0,663,"rgb(66,146,198)"
2014-12-29,20,1562,69,43.4799,-110.7624,jackson hole,2014-12-29,Monday,December,29,0,0,683,"rgb(66,146,198)"
2015-01-01,5,5,56,43.4799,-110.7624,jackson hole,2015-01-01,Thursday,January,1,0,0,688,"rgb(66,146,198)"
2015-01-24,3,254,74,43.4799,-110.7624,jackson hole,2015-01-24,Saturday,January,24,0,0,937,"rgb(66,146,198)"
2015-01-23,3,251,74,43.4799,-110.7624,jackson hole,2015-01-23,Friday,January,23,0,0,934,"rgb(66,146,198)"
2015-01-20,3,248,76,43.4799,-110.7624,jackson hole,2015-01-20,Tuesday,January,20,0,0,931,"rgb(66,146,198)"
2015-01-19,23,245,79,43.4799,-110.7624,jackson hole,2015-01-19,Monday,January,19,0,0,928,"rgb(66,146,198)"
2015-01-18,10,222,71,43.4799,-110.7624,jackson hole,2015-01-18,Sunday,January,18,0,0,905,"rgb(66,146,198)"
2015-01-17,41,212,76,43.4799,-110.7624,jackson hole,2015-01-17,Saturday,January,17,0,0,895,"rgb(66,146,198)"
2015-01-16,33,171,69,43.4799,-110.7624,jackson hole,2015-01-16,Friday,January,16,0,0,854,"rgb(66,146,198)"
2015-01-15,3,138,66,43.4799,-110.7624,jackson hole,2015-01-15,Thursday,January,15,0,0,821,"rgb(66,146,198)"
2015-01-12,8,135,66,43.4799,-110.7624,jackson hole,2015-01-12,Monday,January,12,0,0,818,"rgb(66,146,198)"
2015-01-11,3,127,64,43.4799,-110.7624,jackson hole,2015-01-11,Sunday,January,11,0,0,810,"rgb(66,146,198)"
2015-01-10,3,124,66,43.4799,-110.7624,jackson hole,2015-01-10,Saturday,January,10,0,0,807,"rgb(66,146,198)"
2015-01-09,3,121,66,43.4799,-110.7624,jackson hole,2015-01-09,Friday,January,9,0,0,804,"rgb(66,146,198)"
2015-01-06,20,118,69,43.4799,-110.7624,jackson hole,2015-01-06,Tuesday,January,6,0,0,801,"rgb(66,146,198)"
2015-01-05,53,98,66,43.4799,-110.7624,jackson hole,2015-01-05,Monday,January,5,0,0,781,"rgb(66,146,198)"
2015-01-04,15,45,56,43.4799,-110.7624,jackson hole,2015-01-04,Sunday,January,4,0,0,728,"rgb(66,146,198)"
2015-01-03,5,30,56,43.4799,-110.7624,jackson hole,2015-01-03,Saturday,January,3,0,0,713,"rgb(66,146,198)"
2015-01-02,20,25,56,43.4799,-110.7624,jackson hole,2015-01-02,Friday,January,2,0,0,708,"rgb(66,146,198)"
2015-01-28,5,262,74,43.4799,-110.7624,jackson hole,2015-01-28,Wednesday,January,28,0,0,945,"rgb(66,146,198)"
2011-03-11,15,529,249,43.4799,-110.7624,jackson hole,2011-03-11,Friday,March,11,0,0,1084,"rgb(66,146,198)"
2011-03-10,5,514,254,43.4799,-110.7624,jackson hole,2011-03-10,Thursday,March,10,0,0,1069,"rgb(66,146,198)"
2011-03-09,13,509,259,43.4799,-110.7624,jackson hole,2011-03-09,Wednesday,March,9,0,0,1064,"rgb(66,146,198)"
2010-12-12,5,1022,145,43.4799,-110.7624,jackson hole,2010-12-12,Sunday,December,12,0,0,373,"rgb(66,146,198)"
2010-12-13,3,1025,142,43.4799,-110.7624,jackson hole,2010-12-13,Monday,December,13,0,0,376,"rgb(66,146,198)"
2010-12-15,28,1053,157,43.4799,-110.7624,jackson hole,2010-12-15,Wednesday,December,15,0,0,404,"rgb(66,146,198)"
2010-12-16,5,1058,155,43.4799,-110.7624,jackson hole,2010-12-16,Thursday,December,16,0,0,409,"rgb(66,146,198)"
2010-12-17,3,1061,147,43.4799,-110.7624,jackson hole,2010-12-17,Friday,December,17,0,0,412,"rgb(66,146,198)"
2010-12-18,3,1064,142,43.4799,-110.7624,jackson hole,2010-12-18,Saturday,December,18,0,0,415,"rgb(66,146,198)"
2010-12-19,10,1074,150,43.4799,-110.7624,jackson hole,2010-12-19,Sunday,December,19,0,0,425,"rgb(66,146,198)"
2010-12-11,15,1017,145,43.4799,-110.7624,jackson hole,2010-12-11,Saturday,December,11,0,0,368,"rgb(66,146,198)"
2010-12-20,43,1117,173,43.4799,-110.7624,jackson hole,2010-12-20,Monday,December,20,0,0,468,"rgb(66,146,198)"
2010-12-23,18,1140,168,43.4799,-110.7624,jackson hole,2010-12-23,Thursday,December,23,0,0,491,"rgb(66,146,198)"
2010-12-27,10,1150,163,43.4799,-110.7624,jackson hole,2010-12-27,Monday,December,27,0,0,501,"rgb(66,146,198)"
2010-12-28,13,1163,168,43.4799,-110.7624,jackson hole,2010-12-28,Tuesday,December,28,0,0,514,"rgb(66,146,198)"
2010-12-29,18,1181,175,43.4799,-110.7624,jackson hole,2010-12-29,Wednesday,December,29,0,0,532,"rgb(66,146,198)"
2010-12-30,18,1199,178,43.4799,-110.7624,jackson hole,2010-12-30,Thursday,December,30,0,0,550,"rgb(66,146,198)"
2010-12-31,5,1204,180,43.4799,-110.7624,jackson hole,2010-12-31,Friday,December,31,0,0,555,"rgb(66,146,198)"
2011-01-03,10,10,173,43.4799,-110.7624,jackson hole,2011-01-03,Monday,January,3,0,0,565,"rgb(66,146,198)"
2010-12-21,5,1122,168,43.4799,-110.7624,jackson hole,2010-12-21,Tuesday,December,21,0,0,473,"rgb(66,146,198)"
2010-12-10,5,1002,140,43.4799,-110.7624,jackson hole,2010-12-10,Friday,December,10,0,0,353,"rgb(66,146,198)"
2014-02-22,10,471,251,43.4799,-110.7624,jackson hole,2014-02-22,Saturday,February,22,0,0,700,"rgb(66,146,198)"
2010-12-07,10,989,64,43.4799,-110.7624,jackson hole,2010-12-07,Tuesday,December,7,0,0,340,"rgb(66,146,198)"
2010-11-09,10,733,0,43.4799,-110.7624,jackson hole,2010-11-09,Tuesday,November,9,0,0,84,"rgb(66,146,198)"
2010-11-10,13,746,0,43.4799,-110.7624,jackson hole,2010-11-10,Wednesday,November,10,0,0,97,"rgb(66,146,198)"
2010-11-15,20,766,8,43.4799,-110.7624,jackson hole,2010-11-15,Monday,November,15,0,0,117,"rgb(66,146,198)"
2010-11-16,15,781,13,43.4799,-110.7624,jackson hole,2010-11-16,Tuesday,November,16,0,0,132,"rgb(66,146,198)"
2010-11-17,15,796,18,43.4799,-110.7624,jackson hole,2010-11-17,Wednesday,November,17,0,0,147,"rgb(66,146,198)"
2010-11-18,15,811,15,43.4799,-110.7624,jackson hole,2010-11-18,Thursday,November,18,0,0,162,"rgb(66,146,198)"
2010-11-22,41,852,38,43.4799,-110.7624,jackson hole,2010-11-22,Monday,November,22,0,0,203,"rgb(66,146,198)"
2010-11-24,23,875,58,43.4799,-110.7624,jackson hole,2010-11-24,Wednesday,November,24,0,0,226,"rgb(66,146,198)"
2010-11-25,25,900,51,43.4799,-110.7624,jackson hole,2010-11-25,Thursday,November,25,0,0,251,"rgb(66,146,198)"
2010-11-26,5,905,51,43.4799,-110.7624,jackson hole,2010-11-26,Friday,November,26,0,0,256,"rgb(66,146,198)"
2010-11-28,10,915,51,43.4799,-110.7624,jackson hole,2010-11-28,Sunday,November,28,0,0,266,"rgb(66,146,198)"
2010-11-29,5,920,53,43.4799,-110.7624,jackson hole,2010-11-29,Monday,November,29,0,0,271,"rgb(66,146,198)"
2010-12-01,3,923,112,43.4799,-110.7624,jackson hole,2010-12-01,Wednesday,December,1,0,0,274,"rgb(66,146,198)"
2010-12-02,15,938,112,43.4799,-110.7624,jackson hole,2010-12-02,Thursday,December,2,0,0,289,"rgb(66,146,198)"
2010-12-03,25,963,112,43.4799,-110.7624,jackson hole,2010-12-03,Friday,December,3,0,0,314,"rgb(66,146,198)"
2010-12-04,13,976,145,43.4799,-110.7624,jackson hole,2010-12-04,Saturday,December,4,0,0,327,"rgb(66,146,198)"
2010-12-05,3,979,137,43.4799,-110.7624,jackson hole,2010-12-05,Sunday,December,5,0,0,330,"rgb(66,146,198)"
2011-01-05,13,23,175,43.4799,-110.7624,jackson hole,2011-01-05,Wednesday,January,5,0,0,578,"rgb(66,146,198)"
2011-01-06,10,33,180,43.4799,-110.7624,jackson hole,2011-01-06,Thursday,January,6,0,0,588,"rgb(66,146,198)"
2011-01-09,3,36,170,43.4799,-110.7624,jackson hole,2011-01-09,Sunday,January,9,0,0,591,"rgb(66,146,198)"
2011-01-10,3,39,168,43.4799,-110.7624,jackson hole,2011-01-10,Monday,January,10,0,0,594,"rgb(66,146,198)"
2011-02-11,5,275,208,43.4799,-110.7624,jackson hole,2011-02-11,Friday,February,11,0,0,830,"rgb(66,146,198)"
2011-02-17,15,290,198,43.4799,-110.7624,jackson hole,2011-02-17,Thursday,February,17,0,0,845,"rgb(66,146,198)"
2011-02-18,10,300,206,43.4799,-110.7624,jackson hole,2011-02-18,Friday,February,18,0,0,855,"rgb(66,146,198)"
2011-02-19,3,303,203,43.4799,-110.7624,jackson hole,2011-02-19,Saturday,February,19,0,0,858,"rgb(66,146,198)"
2011-02-20,23,326,213,43.4799,-110.7624,jackson hole,2011-02-20,Sunday,February,20,0,0,881,"rgb(66,146,198)"
2011-02-21,38,364,234,43.4799,-110.7624,jackson hole,2011-02-21,Monday,February,21,0,0,919,"rgb(66,146,198)"
2011-02-22,5,369,226,43.4799,-110.7624,jackson hole,2011-02-22,Tuesday,February,22,0,0,924,"rgb(66,146,198)"
2011-02-23,10,379,231,43.4799,-110.7624,jackson hole,2011-02-23,Wednesday,February,23,0,0,934,"rgb(66,146,198)"
2011-02-24,5,384,226,43.4799,-110.7624,jackson hole,2011-02-24,Thursday,February,24,0,0,939,"rgb(66,146,198)"
2011-02-25,10,394,229,43.4799,-110.7624,jackson hole,2011-02-25,Friday,February,25,0,0,949,"rgb(66,146,198)"
2011-02-26,10,404,236,43.4799,-110.7624,jackson hole,2011-02-26,Saturday,February,26,0,0,959,"rgb(66,146,198)"
2011-03-03,15,419,229,43.4799,-110.7624,jackson hole,2011-03-03,Thursday,March,3,0,0,974,"rgb(66,146,198)"
2011-03-04,20,439,231,43.4799,-110.7624,jackson hole,2011-03-04,Friday,March,4,0,0,994,"rgb(66,146,198)"
2011-03-05,3,442,229,43.4799,-110.7624,jackson hole,2011-03-05,Saturday,March,5,0,0,997,"rgb(66,146,198)"
2011-03-06,36,478,257,43.4799,-110.7624,jackson hole,2011-03-06,Sunday,March,6,0,0,1033,"rgb(66,146,198)"
2011-03-07,10,488,251,43.4799,-110.7624,jackson hole,2011-03-07,Monday,March,7,0,0,1043,"rgb(66,146,198)"
2011-03-08,8,496,249,43.4799,-110.7624,jackson hole,2011-03-08,Tuesday,March,8,0,0,1051,"rgb(66,146,198)"
2011-02-10,3,270,216,43.4799,-110.7624,jackson hole,2011-02-10,Thursday,February,10,0,0,825,"rgb(66,146,198)"
2014-12-04,5,1151,41,43.4799,-110.7624,jackson hole,2014-12-04,Thursday,December,4,0,0,272,"rgb(66,146,198)"
2011-02-08,13,267,224,43.4799,-110.7624,jackson hole,2011-02-08,Tuesday,February,8,0,0,822,"rgb(66,146,198)"
2011-02-06,5,239,208,43.4799,-110.7624,jackson hole,2011-02-06,Sunday,February,6,0,0,794,"rgb(66,146,198)"
2011-01-11,8,47,173,43.4799,-110.7624,jackson hole,2011-01-11,Tuesday,January,11,0,0,602,"rgb(66,146,198)"
2011-01-13,13,60,175,43.4799,-110.7624,jackson hole,2011-01-13,Thursday,January,13,0,0,615,"rgb(66,146,198)"
2011-01-14,18,78,188,43.4799,-110.7624,jackson hole,2011-01-14,Friday,January,14,0,0,633,"rgb(66,146,198)"
2011-01-15,5,83,183,43.4799,-110.7624,jackson hole,2011-01-15,Saturday,January,15,0,0,638,"rgb(66,146,198)"
2011-01-16,10,93,193,43.4799,-110.7624,jackson hole,2011-01-16,Sunday,January,16,0,0,648,"rgb(66,146,198)"
2011-01-17,20,113,203,43.4799,-110.7624,jackson hole,2011-01-17,Monday,January,17,0,0,668,"rgb(66,146,198)"
2011-01-18,18,131,211,43.4799,-110.7624,jackson hole,2011-01-18,Tuesday,January,18,0,0,686,"rgb(66,146,198)"
2011-01-19,30,161,229,43.4799,-110.7624,jackson hole,2011-01-19,Wednesday,January,19,0,0,716,"rgb(66,146,198)"
2011-01-20,8,169,224,43.4799,-110.7624,jackson hole,2011-01-20,Thursday,January,20,0,0,724,"rgb(66,146,198)"
2011-01-21,10,179,216,43.4799,-110.7624,jackson hole,2011-01-21,Friday,January,21,0,0,734,"rgb(66,146,198)"
2011-01-22,20,199,229,43.4799,-110.7624,jackson hole,2011-01-22,Saturday,January,22,0,0,754,"rgb(66,146,198)"
2011-01-23,3,202,224,43.4799,-110.7624,jackson hole,2011-01-23,Sunday,January,23,0,0,757,"rgb(66,146,198)"
2011-01-24,13,215,229,43.4799,-110.7624,jackson hole,2011-01-24,Monday,January,24,0,0,770,"rgb(66,146,198)"
2011-01-26,3,218,218,43.4799,-110.7624,jackson hole,2011-01-26,Wednesday,January,26,0,0,773,"rgb(66,146,198)"
2011-01-31,3,221,198,43.4799,-110.7624,jackson hole,2011-01-31,Monday,January,31,0,0,776,"rgb(66,146,198)"
2011-02-01,3,224,203,43.4799,-110.7624,jackson hole,2011-02-01,Tuesday,February,1,0,0,779,"rgb(66,146,198)"
2011-02-05,10,234,198,43.4799,-110.7624,jackson hole,2011-02-05,Saturday,February,5,0,0,789,"rgb(66,146,198)"
2011-02-07,15,254,221,43.4799,-110.7624,jackson hole,2011-02-07,Monday,February,7,0,0,809,"rgb(66,146,198)"
2014-12-03,3,1146,41,43.4799,-110.7624,jackson hole,2014-12-03,Wednesday,December,3,0,0,267,"rgb(66,146,198)"
2014-12-02,23,1143,41,43.4799,-110.7624,jackson hole,2014-12-02,Tuesday,December,2,0,0,264,"rgb(66,146,198)"
2014-12-01,25,1120,36,43.4799,-110.7624,jackson hole,2014-12-01,Monday,December,1,0,0,241,"rgb(66,146,198)"
2012-02-26,28,444,208,43.4799,-110.7624,jackson hole,2012-02-26,Sunday,February,26,0,0,702,"rgb(66,146,198)"
2012-02-27,3,447,201,43.4799,-110.7624,jackson hole,2012-02-27,Monday,February,27,0,0,705,"rgb(66,146,198)"
2012-02-28,5,452,198,43.4799,-110.7624,jackson hole,2012-02-28,Tuesday,February,28,0,0,710,"rgb(66,146,198)"
2012-02-29,8,460,198,43.4799,-110.7624,jackson hole,2012-02-29,Wednesday,February,29,0,0,718,"rgb(66,146,198)"
2012-03-01,28,488,216,43.4799,-110.7624,jackson hole,2012-03-01,Thursday,March,1,0,0,746,"rgb(66,146,198)"
2012-03-02,13,501,221,43.4799,-110.7624,jackson hole,2012-03-02,Friday,March,2,0,0,759,"rgb(66,146,198)"
2012-03-03,15,516,221,43.4799,-110.7624,jackson hole,2012-03-03,Saturday,March,3,0,0,774,"rgb(66,146,198)"
2012-02-24,3,416,198,43.4799,-110.7624,jackson hole,2012-02-24,Friday,February,24,0,0,674,"rgb(66,146,198)"
2012-03-04,13,529,226,43.4799,-110.7624,jackson hole,2012-03-04,Sunday,March,4,0,0,787,"rgb(66,146,198)"
2012-03-08,18,565,216,43.4799,-110.7624,jackson hole,2012-03-08,Thursday,March,8,0,0,823,"rgb(66,146,198)"
2012-03-12,10,575,201,43.4799,-110.7624,jackson hole,2012-03-12,Monday,March,12,0,0,833,"rgb(66,146,198)"
2012-03-14,8,583,196,43.4799,-110.7624,jackson hole,2012-03-14,Wednesday,March,14,0,0,841,"rgb(66,146,198)"
2012-03-15,10,593,208,43.4799,-110.7624,jackson hole,2012-03-15,Thursday,March,15,0,0,851,"rgb(66,146,198)"
2012-03-16,5,598,203,43.4799,-110.7624,jackson hole,2012-03-16,Friday,March,16,0,0,856,"rgb(66,146,198)"
2012-03-17,15,613,206,43.4799,-110.7624,jackson hole,2012-03-17,Saturday,March,17,0,0,871,"rgb(66,146,198)"
2012-03-18,3,616,201,43.4799,-110.7624,jackson hole,2012-03-18,Sunday,March,18,0,0,874,"rgb(66,146,198)"
2012-03-07,18,547,218,43.4799,-110.7624,jackson hole,2012-03-07,Wednesday,March,7,0,0,805,"rgb(66,146,198)"
2012-02-23,18,413,198,43.4799,-110.7624,jackson hole,2012-02-23,Thursday,February,23,0,0,671,"rgb(66,146,198)"
2012-02-22,36,395,206,43.4799,-110.7624,jackson hole,2012-02-22,Wednesday,February,22,0,0,653,"rgb(66,146,198)"
2012-02-21,30,359,193,43.4799,-110.7624,jackson hole,2012-02-21,Tuesday,February,21,0,0,617,"rgb(66,146,198)"
2012-01-24,13,198,178,43.4799,-110.7624,jackson hole,2012-01-24,Tuesday,January,24,0,0,456,"rgb(66,146,198)"
2012-01-26,10,208,178,43.4799,-110.7624,jackson hole,2012-01-26,Thursday,January,26,0,0,466,"rgb(66,146,198)"
2012-01-27,20,228,188,43.4799,-110.7624,jackson hole,2012-01-27,Friday,January,27,0,0,486,"rgb(66,146,198)"
2012-01-31,3,231,170,43.4799,-110.7624,jackson hole,2012-01-31,Tuesday,January,31,0,0,489,"rgb(66,146,198)"
2012-02-02,5,236,165,43.4799,-110.7624,jackson hole,2012-02-02,Thursday,February,2,0,0,494,"rgb(66,146,198)"
2012-02-03,3,239,168,43.4799,-110.7624,jackson hole,2012-02-03,Friday,February,3,0,0,497,"rgb(66,146,198)"
2012-02-09,3,242,157,43.4799,-110.7624,jackson hole,2012-02-09,Thursday,February,9,0,0,500,"rgb(66,146,198)"
2012-02-10,5,247,157,43.4799,-110.7624,jackson hole,2012-02-10,Friday,February,10,0,0,505,"rgb(66,146,198)"
2012-02-11,8,255,160,43.4799,-110.7624,jackson hole,2012-02-11,Saturday,February,11,0,0,513,"rgb(66,146,198)"
2012-02-12,10,265,168,43.4799,-110.7624,jackson hole,2012-02-12,Sunday,February,12,0,0,523,"rgb(66,146,198)"
2012-02-13,5,270,168,43.4799,-110.7624,jackson hole,2012-02-13,Monday,February,13,0,0,528,"rgb(66,146,198)"
2012-02-14,5,275,168,43.4799,-110.7624,jackson hole,2012-02-14,Tuesday,February,14,0,0,533,"rgb(66,146,198)"
2012-02-15,15,290,173,43.4799,-110.7624,jackson hole,2012-02-15,Wednesday,February,15,0,0,548,"rgb(66,146,198)"
2012-02-17,8,298,168,43.4799,-110.7624,jackson hole,2012-02-17,Friday,February,17,0,0,556,"rgb(66,146,198)"
2012-02-18,13,311,173,43.4799,-110.7624,jackson hole,2012-02-18,Saturday,February,18,0,0,569,"rgb(66,146,198)"
2012-02-19,15,326,180,43.4799,-110.7624,jackson hole,2012-02-19,Sunday,February,19,0,0,584,"rgb(66,146,198)"
2012-02-20,3,329,173,43.4799,-110.7624,jackson hole,2012-02-20,Monday,February,20,0,0,587,"rgb(66,146,198)"
2012-03-19,23,639,208,43.4799,-110.7624,jackson hole,2012-03-19,Monday,March,19,0,0,897,"rgb(66,146,198)"
2012-03-20,23,662,224,43.4799,-110.7624,jackson hole,2012-03-20,Tuesday,March,20,0,0,920,"rgb(66,146,198)"
2012-03-21,3,665,213,43.4799,-110.7624,jackson hole,2012-03-21,Wednesday,March,21,0,0,923,"rgb(66,146,198)"
2012-03-27,10,675,190,43.4799,-110.7624,jackson hole,2012-03-27,Tuesday,March,27,0,0,933,"rgb(66,146,198)"
2014-03-19,3,773,292,43.4799,-110.7624,jackson hole,2014-03-19,Wednesday,March,19,0,0,1002,"rgb(66,146,198)"
2014-03-18,30,770,287,43.4799,-110.7624,jackson hole,2014-03-18,Tuesday,March,18,0,0,999,"rgb(66,146,198)"
2014-03-15,20,740,282,43.4799,-110.7624,jackson hole,2014-03-15,Saturday,March,15,0,0,969,"rgb(66,146,198)"
2014-03-11,28,720,282,43.4799,-110.7624,jackson hole,2014-03-11,Tuesday,March,11,0,0,949,"rgb(66,146,198)"
2014-03-10,5,692,282,43.4799,-110.7624,jackson hole,2014-03-10,Monday,March,10,0,0,921,"rgb(66,146,198)"
2014-03-07,15,687,284,43.4799,-110.7624,jackson hole,2014-03-07,Friday,March,7,0,0,916,"rgb(66,146,198)"
