Date,LastDay,Total,BaseDepth,Latitude,Longitude,Resort,Datetime,Weekday,Month,Day,Hour,Minute,SeasonalSum,Colors
2016-02-28,17,349,248,50.1162,-122.9535,whistler blackcomb,2016-02-28,Sunday,February,28,0,0,722,"rgb(8,81,156)"
2016-02-27,1,332,249,50.1162,-122.9535,whistler blackcomb,2016-02-27,Saturday,February,27,0,0,705,"rgb(8,81,156)"
2016-02-22,2,331,262,50.1162,-122.9535,whistler blackcomb,2016-02-22,Monday,February,22,0,0,704,"rgb(8,81,156)"
2016-02-21,4,329,265,50.1162,-122.9535,whistler blackcomb,2016-02-21,Sunday,February,21,0,0,702,"rgb(8,81,156)"
2016-02-20,8,325,265,50.1162,-122.9535,whistler blackcomb,2016-02-20,Saturday,February,20,0,0,698,"rgb(8,81,156)"
2016-02-19,3,317,266,50.1162,-122.9535,whistler blackcomb,2016-02-19,Friday,February,19,0,0,690,"rgb(8,81,156)"
2016-02-18,16,314,266,50.1162,-122.9535,whistler blackcomb,2016-02-18,Thursday,February,18,0,0,687,"rgb(8,81,156)"
2016-02-17,8,298,260,50.1162,-122.9535,whistler blackcomb,2016-02-17,Wednesday,February,17,0,0,671,"rgb(8,81,156)"
2016-02-16,19,290,262,50.1162,-122.9535,whistler blackcomb,2016-02-16,Tuesday,February,16,0,0,663,"rgb(8,81,156)"
2016-02-15,4,271,246,50.1162,-122.9535,whistler blackcomb,2016-02-15,Monday,February,15,0,0,644,"rgb(8,81,156)"
2016-02-13,10,256,242,50.1162,-122.9535,whistler blackcomb,2016-02-13,Saturday,February,13,0,0,629,"rgb(8,81,156)"
2016-02-12,13,246,233,50.1162,-122.9535,whistler blackcomb,2016-02-12,Friday,February,12,0,0,619,"rgb(8,81,156)"
2016-03-03,15,412,285,50.1162,-122.9535,whistler blackcomb,2016-03-03,Thursday,March,3,0,0,785,"rgb(8,81,156)"
2016-02-10,1,233,232,50.1162,-122.9535,whistler blackcomb,2016-02-10,Wednesday,February,10,0,0,606,"rgb(8,81,156)"
2016-02-06,42,231,248,50.1162,-122.9535,whistler blackcomb,2016-02-06,Saturday,February,6,0,0,604,"rgb(8,81,156)"
2016-02-05,20,189,208,50.1162,-122.9535,whistler blackcomb,2016-02-05,Friday,February,5,0,0,562,"rgb(8,81,156)"
2016-02-04,10,169,221,50.1162,-122.9535,whistler blackcomb,2016-02-04,Thursday,February,4,0,0,542,"rgb(8,81,156)"
2016-02-03,2,159,205,50.1162,-122.9535,whistler blackcomb,2016-02-03,Wednesday,February,3,0,0,532,"rgb(8,81,156)"
2016-01-31,14,157,209,50.1162,-122.9535,whistler blackcomb,2016-01-31,Sunday,January,31,0,0,530,"rgb(8,81,156)"
2016-01-30,11,143,206,50.1162,-122.9535,whistler blackcomb,2016-01-30,Saturday,January,30,0,0,516,"rgb(8,81,156)"
2016-01-29,1,132,198,50.1162,-122.9535,whistler blackcomb,2016-01-29,Friday,January,29,0,0,505,"rgb(8,81,156)"
2016-01-28,8,131,202,50.1162,-122.9535,whistler blackcomb,2016-01-28,Thursday,January,28,0,0,504,"rgb(8,81,156)"
2016-01-26,5,123,201,50.1162,-122.9535,whistler blackcomb,2016-01-26,Tuesday,January,26,0,0,496,"rgb(8,81,156)"
2016-01-22,8,118,220,50.1162,-122.9535,whistler blackcomb,2016-01-22,Friday,January,22,0,0,491,"rgb(8,81,156)"
2016-01-21,24,110,208,50.1162,-122.9535,whistler blackcomb,2016-01-21,Thursday,January,21,0,0,483,"rgb(8,81,156)"
2016-01-19,20,86,220,50.1162,-122.9535,whistler blackcomb,2016-01-19,Tuesday,January,19,0,0,459,"rgb(8,81,156)"
2016-01-18,11,66,205,50.1162,-122.9535,whistler blackcomb,2016-01-18,Monday,January,18,0,0,439,"rgb(8,81,156)"
2016-01-17,13,55,189,50.1162,-122.9535,whistler blackcomb,2016-01-17,Sunday,January,17,0,0,428,"rgb(8,81,156)"
2016-02-07,1,232,252,50.1162,-122.9535,whistler blackcomb,2016-02-07,Sunday,February,7,0,0,605,"rgb(8,81,156)"
2016-02-14,11,267,247,50.1162,-122.9535,whistler blackcomb,2016-02-14,Sunday,February,14,0,0,640,"rgb(8,81,156)"
2015-01-19,4,92,156,50.1162,-122.9535,whistler blackcomb,2015-01-19,Monday,January,19,0,0,303,"rgb(8,81,156)"
2010-01-25,8,162,279,50.1162,-122.9535,whistler blackcomb,2010-01-25,Monday,January,25,0,0,556,"rgb(8,81,156)"
2012-01-04,36,39,193,50.1162,-122.9535,whistler blackcomb,2012-01-04,Wednesday,January,4,0,0,417,"rgb(8,81,156)"
2012-01-03,3,3,165,50.1162,-122.9535,whistler blackcomb,2012-01-03,Tuesday,January,3,0,0,381,"rgb(8,81,156)"
2011-12-31,3,868,165,50.1162,-122.9535,whistler blackcomb,2011-12-31,Saturday,December,31,0,0,378,"rgb(8,81,156)"
2011-12-30,15,865,170,50.1162,-122.9535,whistler blackcomb,2011-12-30,Friday,December,30,0,0,375,"rgb(8,81,156)"
2011-12-28,23,850,157,50.1162,-122.9535,whistler blackcomb,2011-12-28,Wednesday,December,28,0,0,360,"rgb(8,81,156)"
2011-12-27,15,827,140,50.1162,-122.9535,whistler blackcomb,2011-12-27,Tuesday,December,27,0,0,337,"rgb(8,81,156)"
2011-12-26,20,812,127,50.1162,-122.9535,whistler blackcomb,2011-12-26,Monday,December,26,0,0,322,"rgb(8,81,156)"
2011-12-24,13,792,127,50.1162,-122.9535,whistler blackcomb,2011-12-24,Saturday,December,24,0,0,302,"rgb(8,81,156)"
2011-12-23,1,779,127,50.1162,-122.9535,whistler blackcomb,2011-12-23,Friday,December,23,0,0,289,"rgb(8,81,156)"
2011-12-17,8,778,127,50.1162,-122.9535,whistler blackcomb,2011-12-17,Saturday,December,17,0,0,288,"rgb(8,81,156)"
2011-12-16,1,770,127,50.1162,-122.9535,whistler blackcomb,2011-12-16,Friday,December,16,0,0,280,"rgb(8,81,156)"
2011-12-15,10,769,127,50.1162,-122.9535,whistler blackcomb,2011-12-15,Thursday,December,15,0,0,279,"rgb(8,81,156)"
2011-12-08,3,759,124,50.1162,-122.9535,whistler blackcomb,2011-12-08,Thursday,December,8,0,0,269,"rgb(8,81,156)"
2011-12-07,1,756,124,50.1162,-122.9535,whistler blackcomb,2011-12-07,Wednesday,December,7,0,0,266,"rgb(8,81,156)"
2011-11-30,18,755,145,50.1162,-122.9535,whistler blackcomb,2011-11-30,Wednesday,November,30,0,0,265,"rgb(8,81,156)"
2011-11-28,10,737,140,50.1162,-122.9535,whistler blackcomb,2011-11-28,Monday,November,28,0,0,247,"rgb(8,81,156)"
2011-11-27,13,727,135,50.1162,-122.9535,whistler blackcomb,2011-11-27,Sunday,November,27,0,0,237,"rgb(8,81,156)"
2011-11-26,15,714,356,50.1162,-122.9535,whistler blackcomb,2011-11-26,Saturday,November,26,0,0,224,"rgb(8,81,156)"
2011-11-25,7,699,135,50.1162,-122.9535,whistler blackcomb,2011-11-25,Friday,November,25,0,0,209,"rgb(8,81,156)"
2011-11-24,20,692,135,50.1162,-122.9535,whistler blackcomb,2011-11-24,Thursday,November,24,0,0,202,"rgb(8,81,156)"
2011-11-23,18,672,132,50.1162,-122.9535,whistler blackcomb,2011-11-23,Wednesday,November,23,0,0,182,"rgb(8,81,156)"
2012-01-05,28,67,193,50.1162,-122.9535,whistler blackcomb,2012-01-05,Thursday,January,5,0,0,445,"rgb(8,81,156)"
2012-01-06,3,70,102,50.1162,-122.9535,whistler blackcomb,2012-01-06,Friday,January,6,0,0,448,"rgb(8,81,156)"
2012-01-07,3,73,102,50.1162,-122.9535,whistler blackcomb,2012-01-07,Saturday,January,7,0,0,451,"rgb(8,81,156)"
2012-01-08,3,76,102,50.1162,-122.9535,whistler blackcomb,2012-01-08,Sunday,January,8,0,0,454,"rgb(8,81,156)"
2012-02-17,5,257,190,50.1162,-122.9535,whistler blackcomb,2012-02-17,Friday,February,17,0,0,635,"rgb(8,81,156)"
2012-02-16,2,252,190,50.1162,-122.9535,whistler blackcomb,2012-02-16,Thursday,February,16,0,0,630,"rgb(8,81,156)"
2012-02-13,3,250,190,50.1162,-122.9535,whistler blackcomb,2012-02-13,Monday,February,13,0,0,628,"rgb(8,81,156)"
2012-02-12,3,247,190,50.1162,-122.9535,whistler blackcomb,2012-02-12,Sunday,February,12,0,0,625,"rgb(8,81,156)"
2012-02-11,3,244,190,50.1162,-122.9535,whistler blackcomb,2012-02-11,Saturday,February,11,0,0,622,"rgb(8,81,156)"
2012-02-10,3,241,190,50.1162,-122.9535,whistler blackcomb,2012-02-10,Friday,February,10,0,0,619,"rgb(8,81,156)"
2012-02-09,5,238,190,50.1162,-122.9535,whistler blackcomb,2012-02-09,Thursday,February,9,0,0,616,"rgb(8,81,156)"
2012-02-01,13,233,251,50.1162,-122.9535,whistler blackcomb,2012-02-01,Wednesday,February,1,0,0,611,"rgb(8,81,156)"
2012-01-31,8,220,229,50.1162,-122.9535,whistler blackcomb,2012-01-31,Tuesday,January,31,0,0,598,"rgb(8,81,156)"
2012-01-30,10,212,229,50.1162,-122.9535,whistler blackcomb,2012-01-30,Monday,January,30,0,0,590,"rgb(8,81,156)"
2011-11-22,71,654,135,50.1162,-122.9535,whistler blackcomb,2011-11-22,Tuesday,November,22,0,0,164,"rgb(8,81,156)"
2012-01-26,15,202,244,50.1162,-122.9535,whistler blackcomb,2012-01-26,Thursday,January,26,0,0,580,"rgb(8,81,156)"
2012-01-24,10,167,231,50.1162,-122.9535,whistler blackcomb,2012-01-24,Tuesday,January,24,0,0,545,"rgb(8,81,156)"
2012-01-23,28,157,221,50.1162,-122.9535,whistler blackcomb,2012-01-23,Monday,January,23,0,0,535,"rgb(8,81,156)"
2012-01-22,5,129,102,50.1162,-122.9535,whistler blackcomb,2012-01-22,Sunday,January,22,0,0,507,"rgb(8,81,156)"
2012-01-21,23,124,102,50.1162,-122.9535,whistler blackcomb,2012-01-21,Saturday,January,21,0,0,502,"rgb(8,81,156)"
2012-01-20,3,101,102,50.1162,-122.9535,whistler blackcomb,2012-01-20,Friday,January,20,0,0,479,"rgb(8,81,156)"
2012-01-18,3,98,102,50.1162,-122.9535,whistler blackcomb,2012-01-18,Wednesday,January,18,0,0,476,"rgb(8,81,156)"
2012-01-17,3,95,102,50.1162,-122.9535,whistler blackcomb,2012-01-17,Tuesday,January,17,0,0,473,"rgb(8,81,156)"
2012-01-14,8,92,102,50.1162,-122.9535,whistler blackcomb,2012-01-14,Saturday,January,14,0,0,470,"rgb(8,81,156)"
2012-01-10,3,84,201,50.1162,-122.9535,whistler blackcomb,2012-01-10,Tuesday,January,10,0,0,462,"rgb(8,81,156)"
2012-01-09,5,81,198,50.1162,-122.9535,whistler blackcomb,2012-01-09,Monday,January,9,0,0,459,"rgb(8,81,156)"
2012-01-25,20,187,244,50.1162,-122.9535,whistler blackcomb,2012-01-25,Wednesday,January,25,0,0,565,"rgb(8,81,156)"
2012-02-18,25,282,190,50.1162,-122.9535,whistler blackcomb,2012-02-18,Saturday,February,18,0,0,660,"rgb(8,81,156)"
2011-11-21,5,583,71,50.1162,-122.9535,whistler blackcomb,2011-11-21,Monday,November,21,0,0,93,"rgb(8,81,156)"
2011-11-18,58,571,196,50.1162,-122.9535,whistler blackcomb,2011-11-18,Friday,November,18,0,0,81,"rgb(8,81,156)"
2014-01-30,3,111,129,50.1162,-122.9535,whistler blackcomb,2014-01-30,Thursday,January,30,0,0,197,"rgb(8,81,156)"
2014-02-10,11,122,125,50.1162,-122.9535,whistler blackcomb,2014-02-10,Monday,February,10,0,0,208,"rgb(8,81,156)"
2014-02-11,4,126,136,50.1162,-122.9535,whistler blackcomb,2014-02-11,Tuesday,February,11,0,0,212,"rgb(8,81,156)"
2014-02-12,35,161,174,50.1162,-122.9535,whistler blackcomb,2014-02-12,Wednesday,February,12,0,0,247,"rgb(8,81,156)"
2014-02-13,12,173,178,50.1162,-122.9535,whistler blackcomb,2014-02-13,Thursday,February,13,0,0,259,"rgb(8,81,156)"
2014-02-14,7,180,178,50.1162,-122.9535,whistler blackcomb,2014-02-14,Friday,February,14,0,0,266,"rgb(8,81,156)"
2014-02-15,1,181,176,50.1162,-122.9535,whistler blackcomb,2014-02-15,Saturday,February,15,0,0,267,"rgb(8,81,156)"
2014-02-16,30,211,200,50.1162,-122.9535,whistler blackcomb,2014-02-16,Sunday,February,16,0,0,297,"rgb(8,81,156)"
2014-02-17,21,232,210,50.1162,-122.9535,whistler blackcomb,2014-02-17,Monday,February,17,0,0,318,"rgb(8,81,156)"
2014-02-18,18,250,215,50.1162,-122.9535,whistler blackcomb,2014-02-18,Tuesday,February,18,0,0,336,"rgb(8,81,156)"
2014-02-19,11,261,230,50.1162,-122.9535,whistler blackcomb,2014-02-19,Wednesday,February,19,0,0,347,"rgb(8,81,156)"
2014-02-20,10,271,232,50.1162,-122.9535,whistler blackcomb,2014-02-20,Thursday,February,20,0,0,357,"rgb(8,81,156)"
2014-02-21,2,273,232,50.1162,-122.9535,whistler blackcomb,2014-02-21,Friday,February,21,0,0,359,"rgb(8,81,156)"
2014-02-22,1,274,219,50.1162,-122.9535,whistler blackcomb,2014-02-22,Saturday,February,22,0,0,360,"rgb(8,81,156)"
2014-02-23,2,276,216,50.1162,-122.9535,whistler blackcomb,2014-02-23,Sunday,February,23,0,0,362,"rgb(8,81,156)"
2014-02-24,18,294,235,50.1162,-122.9535,whistler blackcomb,2014-02-24,Monday,February,24,0,0,380,"rgb(8,81,156)"
2014-02-25,4,298,242,50.1162,-122.9535,whistler blackcomb,2014-02-25,Tuesday,February,25,0,0,384,"rgb(8,81,156)"
2014-03-02,24,322,214,50.1162,-122.9535,whistler blackcomb,2014-03-02,Sunday,March,2,0,0,408,"rgb(8,81,156)"
2014-03-03,3,325,226,50.1162,-122.9535,whistler blackcomb,2014-03-03,Monday,March,3,0,0,411,"rgb(8,81,156)"
2014-03-04,2,327,227,50.1162,-122.9535,whistler blackcomb,2014-03-04,Tuesday,March,4,0,0,413,"rgb(8,81,156)"
2014-03-05,5,332,222,50.1162,-122.9535,whistler blackcomb,2014-03-05,Wednesday,March,5,0,0,418,"rgb(8,81,156)"
2014-01-12,5,108,169,50.1162,-122.9535,whistler blackcomb,2014-01-12,Sunday,January,12,0,0,194,"rgb(8,81,156)"
2014-01-11,63,103,162,50.1162,-122.9535,whistler blackcomb,2014-01-11,Saturday,January,11,0,0,189,"rgb(8,81,156)"
2014-01-10,6,40,120,50.1162,-122.9535,whistler blackcomb,2014-01-10,Friday,January,10,0,0,126,"rgb(8,81,156)"
2014-01-09,6,34,115,50.1162,-122.9535,whistler blackcomb,2014-01-09,Thursday,January,9,0,0,120,"rgb(8,81,156)"
2011-11-17,23,513,76,50.1162,-122.9535,whistler blackcomb,2011-11-17,Thursday,November,17,0,0,23,"rgb(8,81,156)"
2013-11-16,5,319,60,50.1162,-122.9535,whistler blackcomb,2013-11-16,Saturday,November,16,0,0,5,"rgb(8,81,156)"
2013-11-17,10,329,61,50.1162,-122.9535,whistler blackcomb,2013-11-17,Sunday,November,17,0,0,15,"rgb(8,81,156)"
2013-11-18,3,332,67,50.1162,-122.9535,whistler blackcomb,2013-11-18,Monday,November,18,0,0,18,"rgb(8,81,156)"
2013-11-19,10,342,76,50.1162,-122.9535,whistler blackcomb,2013-11-19,Tuesday,November,19,0,0,28,"rgb(8,81,156)"
2013-11-20,2,344,76,50.1162,-122.9535,whistler blackcomb,2013-11-20,Wednesday,November,20,0,0,30,"rgb(8,81,156)"
2013-11-30,7,351,67,50.1162,-122.9535,whistler blackcomb,2013-11-30,Saturday,November,30,0,0,37,"rgb(8,81,156)"
2013-12-01,4,355,70,50.1162,-122.9535,whistler blackcomb,2013-12-01,Sunday,December,1,0,0,41,"rgb(8,81,156)"
2013-12-02,19,374,80,50.1162,-122.9535,whistler blackcomb,2013-12-02,Monday,December,2,0,0,60,"rgb(8,81,156)"
2013-12-09,1,375,79,50.1162,-122.9535,whistler blackcomb,2013-12-09,Monday,December,9,0,0,61,"rgb(8,81,156)"
2011-11-19,7,578,70,50.1162,-122.9535,whistler blackcomb,2011-11-19,Saturday,November,19,0,0,88,"rgb(8,81,156)"
2013-12-10,1,376,79,50.1162,-122.9535,whistler blackcomb,2013-12-10,Tuesday,December,10,0,0,62,"rgb(8,81,156)"
2013-12-17,1,381,85,50.1162,-122.9535,whistler blackcomb,2013-12-17,Tuesday,December,17,0,0,67,"rgb(8,81,156)"
2013-12-18,1,382,84,50.1162,-122.9535,whistler blackcomb,2013-12-18,Wednesday,December,18,0,0,68,"rgb(8,81,156)"
2013-12-20,7,389,90,50.1162,-122.9535,whistler blackcomb,2013-12-20,Friday,December,20,0,0,75,"rgb(8,81,156)"
2013-12-22,1,390,90,50.1162,-122.9535,whistler blackcomb,2013-12-22,Sunday,December,22,0,0,76,"rgb(8,81,156)"
2013-12-23,6,396,96,50.1162,-122.9535,whistler blackcomb,2013-12-23,Monday,December,23,0,0,82,"rgb(8,81,156)"
2013-12-26,1,397,92,50.1162,-122.9535,whistler blackcomb,2013-12-26,Thursday,December,26,0,0,83,"rgb(8,81,156)"
2013-12-27,3,400,90,50.1162,-122.9535,whistler blackcomb,2013-12-27,Friday,December,27,0,0,86,"rgb(8,81,156)"
2014-01-02,3,3,92,50.1162,-122.9535,whistler blackcomb,2014-01-02,Thursday,January,2,0,0,89,"rgb(8,81,156)"
2014-01-03,24,27,116,50.1162,-122.9535,whistler blackcomb,2014-01-03,Friday,January,3,0,0,113,"rgb(8,81,156)"
2014-01-08,1,28,106,50.1162,-122.9535,whistler blackcomb,2014-01-08,Wednesday,January,8,0,0,114,"rgb(8,81,156)"
2013-12-12,4,380,79,50.1162,-122.9535,whistler blackcomb,2013-12-12,Thursday,December,12,0,0,66,"rgb(8,81,156)"
2014-03-06,16,348,241,50.1162,-122.9535,whistler blackcomb,2014-03-06,Thursday,March,6,0,0,434,"rgb(8,81,156)"
2012-02-19,3,285,190,50.1162,-122.9535,whistler blackcomb,2012-02-19,Sunday,February,19,0,0,663,"rgb(8,81,156)"
2012-02-21,3,293,190,50.1162,-122.9535,whistler blackcomb,2012-02-21,Tuesday,February,21,0,0,671,"rgb(8,81,156)"
2012-12-28,1,1247,100,50.1162,-122.9535,whistler blackcomb,2012-12-28,Friday,December,28,0,0,398,"rgb(8,81,156)"
2013-01-04,2,2,100,50.1162,-122.9535,whistler blackcomb,2013-01-04,Friday,January,4,0,0,400,"rgb(8,81,156)"
2013-01-05,1,3,100,50.1162,-122.9535,whistler blackcomb,2013-01-05,Saturday,January,5,0,0,401,"rgb(8,81,156)"
2013-01-07,11,14,100,50.1162,-122.9535,whistler blackcomb,2013-01-07,Monday,January,7,0,0,412,"rgb(8,81,156)"
2013-01-08,6,20,100,50.1162,-122.9535,whistler blackcomb,2013-01-08,Tuesday,January,8,0,0,418,"rgb(8,81,156)"
2013-01-09,36,56,100,50.1162,-122.9535,whistler blackcomb,2013-01-09,Wednesday,January,9,0,0,454,"rgb(8,81,156)"
2013-01-10,16,72,100,50.1162,-122.9535,whistler blackcomb,2013-01-10,Thursday,January,10,0,0,470,"rgb(8,81,156)"
2013-01-25,11,83,176,50.1162,-122.9535,whistler blackcomb,2013-01-25,Friday,January,25,0,0,481,"rgb(8,81,156)"
2013-01-27,3,86,190,50.1162,-122.9535,whistler blackcomb,2013-01-27,Sunday,January,27,0,0,484,"rgb(8,81,156)"
2013-01-28,1,87,189,50.1162,-122.9535,whistler blackcomb,2013-01-28,Monday,January,28,0,0,485,"rgb(8,81,156)"
2013-02-05,11,98,186,50.1162,-122.9535,whistler blackcomb,2013-02-05,Tuesday,February,5,0,0,496,"rgb(8,81,156)"
2013-02-07,19,117,192,50.1162,-122.9535,whistler blackcomb,2013-02-07,Thursday,February,7,0,0,515,"rgb(8,81,156)"
2013-02-08,1,118,198,50.1162,-122.9535,whistler blackcomb,2013-02-08,Friday,February,8,0,0,516,"rgb(8,81,156)"
2013-02-14,1,119,185,50.1162,-122.9535,whistler blackcomb,2013-02-14,Thursday,February,14,0,0,517,"rgb(8,81,156)"
2013-02-15,1,120,186,50.1162,-122.9535,whistler blackcomb,2013-02-15,Friday,February,15,0,0,518,"rgb(8,81,156)"
2013-02-17,1,121,186,50.1162,-122.9535,whistler blackcomb,2013-02-17,Sunday,February,17,0,0,519,"rgb(8,81,156)"
2013-02-19,2,123,188,50.1162,-122.9535,whistler blackcomb,2013-02-19,Tuesday,February,19,0,0,521,"rgb(8,81,156)"
2013-02-22,5,128,188,50.1162,-122.9535,whistler blackcomb,2013-02-22,Friday,February,22,0,0,526,"rgb(8,81,156)"
2013-02-27,10,138,220,50.1162,-122.9535,whistler blackcomb,2013-02-27,Wednesday,February,27,0,0,536,"rgb(8,81,156)"
2013-03-01,40,178,245,50.1162,-122.9535,whistler blackcomb,2013-03-01,Friday,March,1,0,0,576,"rgb(8,81,156)"
2013-03-02,48,226,275,50.1162,-122.9535,whistler blackcomb,2013-03-02,Saturday,March,2,0,0,624,"rgb(8,81,156)"
2012-12-27,1,1246,100,50.1162,-122.9535,whistler blackcomb,2012-12-27,Thursday,December,27,0,0,397,"rgb(8,81,156)"
2012-12-25,2,1245,100,50.1162,-122.9535,whistler blackcomb,2012-12-25,Tuesday,December,25,0,0,396,"rgb(8,81,156)"
2012-12-21,14,1243,100,50.1162,-122.9535,whistler blackcomb,2012-12-21,Friday,December,21,0,0,394,"rgb(8,81,156)"
2012-12-20,48,1229,100,50.1162,-122.9535,whistler blackcomb,2012-12-20,Thursday,December,20,0,0,380,"rgb(8,81,156)"
2012-11-18,32,881,0,50.1162,-122.9535,whistler blackcomb,2012-11-18,Sunday,November,18,0,0,32,"rgb(8,81,156)"
2012-11-19,25,906,0,50.1162,-122.9535,whistler blackcomb,2012-11-19,Monday,November,19,0,0,57,"rgb(8,81,156)"
2012-11-20,12,918,0,50.1162,-122.9535,whistler blackcomb,2012-11-20,Tuesday,November,20,0,0,69,"rgb(8,81,156)"
2012-11-21,25,943,0,50.1162,-122.9535,whistler blackcomb,2012-11-21,Wednesday,November,21,0,0,94,"rgb(8,81,156)"
2012-11-22,2,945,0,50.1162,-122.9535,whistler blackcomb,2012-11-22,Thursday,November,22,0,0,96,"rgb(8,81,156)"
2012-11-23,25,970,0,50.1162,-122.9535,whistler blackcomb,2012-11-23,Friday,November,23,0,0,121,"rgb(8,81,156)"
2012-11-24,8,978,25,50.1162,-122.9535,whistler blackcomb,2012-11-24,Saturday,November,24,0,0,129,"rgb(8,81,156)"
2012-11-29,23,1001,25,50.1162,-122.9535,whistler blackcomb,2012-11-29,Thursday,November,29,0,0,152,"rgb(8,81,156)"
2012-12-01,40,1041,25,50.1162,-122.9535,whistler blackcomb,2012-12-01,Saturday,December,1,0,0,192,"rgb(8,81,156)"
2012-12-02,28,1069,40,50.1162,-122.9535,whistler blackcomb,2012-12-02,Sunday,December,2,0,0,220,"rgb(8,81,156)"
2013-03-03,16,242,285,50.1162,-122.9535,whistler blackcomb,2013-03-03,Sunday,March,3,0,0,640,"rgb(8,81,156)"
2012-12-03,22,1091,40,50.1162,-122.9535,whistler blackcomb,2012-12-03,Monday,December,3,0,0,242,"rgb(8,81,156)"
2012-12-06,5,1110,40,50.1162,-122.9535,whistler blackcomb,2012-12-06,Thursday,December,6,0,0,261,"rgb(8,81,156)"
2012-12-07,8,1118,40,50.1162,-122.9535,whistler blackcomb,2012-12-07,Friday,December,7,0,0,269,"rgb(8,81,156)"
2012-12-10,1,1119,40,50.1162,-122.9535,whistler blackcomb,2012-12-10,Monday,December,10,0,0,270,"rgb(8,81,156)"
2012-12-11,2,1121,40,50.1162,-122.9535,whistler blackcomb,2012-12-11,Tuesday,December,11,0,0,272,"rgb(8,81,156)"
2012-12-13,1,1122,40,50.1162,-122.9535,whistler blackcomb,2012-12-13,Thursday,December,13,0,0,273,"rgb(8,81,156)"
2012-12-15,1,1123,40,50.1162,-122.9535,whistler blackcomb,2012-12-15,Saturday,December,15,0,0,274,"rgb(8,81,156)"
2012-12-16,14,1137,40,50.1162,-122.9535,whistler blackcomb,2012-12-16,Sunday,December,16,0,0,288,"rgb(8,81,156)"
2012-12-17,20,1157,40,50.1162,-122.9535,whistler blackcomb,2012-12-17,Monday,December,17,0,0,308,"rgb(8,81,156)"
2012-12-18,6,1163,169,50.1162,-122.9535,whistler blackcomb,2012-12-18,Tuesday,December,18,0,0,314,"rgb(8,81,156)"
2012-12-19,18,1181,169,50.1162,-122.9535,whistler blackcomb,2012-12-19,Wednesday,December,19,0,0,332,"rgb(8,81,156)"
2012-12-05,14,1105,40,50.1162,-122.9535,whistler blackcomb,2012-12-05,Wednesday,December,5,0,0,256,"rgb(8,81,156)"
2012-02-20,5,290,190,50.1162,-122.9535,whistler blackcomb,2012-02-20,Monday,February,20,0,0,668,"rgb(8,81,156)"
2013-03-07,4,246,255,50.1162,-122.9535,whistler blackcomb,2013-03-07,Thursday,March,7,0,0,644,"rgb(8,81,156)"
2013-03-17,10,257,260,50.1162,-122.9535,whistler blackcomb,2013-03-17,Sunday,March,17,0,0,655,"rgb(8,81,156)"
2012-03-19,13,602,305,50.1162,-122.9535,whistler blackcomb,2012-03-19,Monday,March,19,0,0,980,"rgb(8,81,156)"
2012-03-18,13,589,305,50.1162,-122.9535,whistler blackcomb,2012-03-18,Sunday,March,18,0,0,967,"rgb(8,81,156)"
2012-03-17,10,576,305,50.1162,-122.9535,whistler blackcomb,2012-03-17,Saturday,March,17,0,0,954,"rgb(8,81,156)"
2012-03-16,20,566,305,50.1162,-122.9535,whistler blackcomb,2012-03-16,Friday,March,16,0,0,944,"rgb(8,81,156)"
2012-03-15,36,546,305,50.1162,-122.9535,whistler blackcomb,2012-03-15,Thursday,March,15,0,0,924,"rgb(8,81,156)"
2012-03-14,10,510,305,50.1162,-122.9535,whistler blackcomb,2012-03-14,Wednesday,March,14,0,0,888,"rgb(8,81,156)"
2012-03-13,43,500,305,50.1162,-122.9535,whistler blackcomb,2012-03-13,Tuesday,March,13,0,0,878,"rgb(8,81,156)"
2012-03-12,10,457,229,50.1162,-122.9535,whistler blackcomb,2012-03-12,Monday,March,12,0,0,835,"rgb(8,81,156)"
2012-03-11,30,447,229,50.1162,-122.9535,whistler blackcomb,2012-03-11,Sunday,March,11,0,0,825,"rgb(8,81,156)"
2012-03-10,33,417,229,50.1162,-122.9535,whistler blackcomb,2012-03-10,Saturday,March,10,0,0,795,"rgb(8,81,156)"
2012-03-06,18,384,190,50.1162,-122.9535,whistler blackcomb,2012-03-06,Tuesday,March,6,0,0,762,"rgb(8,81,156)"
2012-03-05,18,366,190,50.1162,-122.9535,whistler blackcomb,2012-03-05,Monday,March,5,0,0,744,"rgb(8,81,156)"
2012-03-04,3,348,190,50.1162,-122.9535,whistler blackcomb,2012-03-04,Sunday,March,4,0,0,726,"rgb(8,81,156)"
2012-03-03,3,345,190,50.1162,-122.9535,whistler blackcomb,2012-03-03,Saturday,March,3,0,0,723,"rgb(8,81,156)"
2012-03-02,3,342,190,50.1162,-122.9535,whistler blackcomb,2012-03-02,Friday,March,2,0,0,720,"rgb(8,81,156)"
2012-03-01,3,339,190,50.1162,-122.9535,whistler blackcomb,2012-03-01,Thursday,March,1,0,0,717,"rgb(8,81,156)"
2012-02-29,10,336,190,50.1162,-122.9535,whistler blackcomb,2012-02-29,Wednesday,February,29,0,0,714,"rgb(8,81,156)"
2012-02-26,15,326,190,50.1162,-122.9535,whistler blackcomb,2012-02-26,Sunday,February,26,0,0,704,"rgb(8,81,156)"
2012-02-24,8,311,190,50.1162,-122.9535,whistler blackcomb,2012-02-24,Friday,February,24,0,0,689,"rgb(8,81,156)"
